orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_02189			alpha-amylase	Alpha-amylase	Alpha-amylase	AMY1_SCHOC|Alpha-amylase 1 OS=Schwanniomyces occidentalis OX=27300 GN=AMY1 PE=1 SV=1						
CNAG_02190			hypothetical protein	COX assembly mitochondrial protein	hypothetical protein						CMC2	COX assembly mitochondrial protein 2 (Cx9C motif-containing protein 2) (Mitochondrial metallochaperone-like protein CMC2)
CNAG_02191			hypothetical protein	Uncharacterized protein	hypothetical protein	ZIM17_YEAS1|Mitochondrial protein import protein ZIM17 OS=Saccharomyces cerevisiae (strain RM11-1a) OX=285006 GN=ZIM17 PE=3 SV=2					ZIM17	Mitochondrial protein import protein ZIM17 (Mitochondrial import inner membrane translocase subunit TIM15) (mtHsp70 escort protein 1) (mtHsp70-associated motor and chaperone protein TIM15/ZIM17) (MMC)
CNAG_02192			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_02193			kinetochore protein Spc25, fungi type	Kinetochore protein Spc25, fungi type	kinetochore protein Spc25, fungi type	SPC25_CRYNB|Probable kinetochore protein SPC25 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SPC25 PE=3 SV=1						
CNAG_02194			AGC/NDR  protein kinase	AGC/NDR protein kinase	AGC/NDR protein kinase	SID2_SCHPO|Serine/threonine-protein kinase sid2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sid2 PE=1 SV=1		TRUE			DBF2; DBF20	Cell cycle protein kinase DBF2 (EC 2.7.11.1) (Dumbbell forming protein 2); Serine/threonine-protein kinase DBF20 (EC 2.7.11.1)
CNAG_02194			AGC/NDR  protein kinase	AGC/NDR protein kinase	AGC/NDR protein kinase	SID2_SCHPO|Serine/threonine-protein kinase sid2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sid2 PE=1 SV=1		TRUE			DBF2; DBF20	Cell cycle protein kinase DBF2 (EC 2.7.11.1) (Dumbbell forming protein 2); Serine/threonine-protein kinase DBF20 (EC 2.7.11.1)
CNAG_02195			origin recognition complex subunit 1	Origin recognition complex subunit 1	origin recognition complex subunit 1	ORC1_SCHPO|Origin recognition complex subunit 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=orc1 PE=1 SV=1					CDC6; ORC1	Cell division control protein 6; Origin recognition complex subunit 1 (Origin recognition complex 120 kDa subunit)
CNAG_02196	CDC11		septin	Septin	septin	SPN3_SCHPO|Septin homolog spn3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spn3 PE=1 SV=3				868	CDC11; SHS1	Cell division control protein 11; Seventh homolog of septin 1 (Septation protein 7)
CNAG_02197			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_02198			mitochondrial inner membrane protease ATP23	Mitochondrial inner membrane protease ATP23 (EC 3.4.24.-)	mitochondrial inner membrane protease ATP23	ATP23_CRYNJ|Mitochondrial inner membrane protease ATP23 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=ATP23 PE=3 SV=1					ATP23	Mitochondrial inner membrane protease ATP23 (EC 3.4.24.-)
CNAG_02199			hypothetical protein	Uncharacterized protein	hypothetical protein	AFP18_YERRA|Toxin Afp18 OS=Yersinia ruckeri serotype O1 (strain ATCC 29473 / DSM 18506 / JCM 15110 / NCIMB 2194 / NCTC 12986 / 2396-61) OX=527005 GN=afp18 PE=1 SV=1						
CNAG_02200			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_02201			hypothetical protein	Uncharacterized protein	hypothetical protein						VRP1	Verprolin
CNAG_02202			adenylylsulfate kinase	Adenylyl-sulfate kinase (EC 2.7.1.25)	Adenylylsulfate kinase	KAPS_PENCH|Adenylyl-sulfate kinase OS=Penicillium chrysogenum OX=5076 PE=1 SV=1		TRUE			MET14	Adenylyl-sulfate kinase (EC 2.7.1.25) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase) (APS kinase)
CNAG_02202			adenylylsulfate kinase	Adenylyl-sulfate kinase (EC 2.7.1.25)	Adenylylsulfate kinase	KAPS_PENCH|Adenylyl-sulfate kinase OS=Penicillium chrysogenum OX=5076 PE=1 SV=1		TRUE			MET14	Adenylyl-sulfate kinase (EC 2.7.1.25) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase) (APS kinase)
CNAG_02203			karyopherin/importin that interacts with the nuclear pore complex	Karyopherin/importin that interacts with the nuclear pore complex	karyopherin/importin that interacts with the nuclear pore complex, karyopherin/importin that interacts with the nuclear pore complex, variant	IPO5_HUMAN|Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4					PSE1	Importin subunit beta-3 (Karyopherin subunit beta-3) (Karyopherin-121) (Protein secretion enhancer 1)
CNAG_02204			endonuclease G, mitochondrial	Endonuclease G, mitochondrial	endonuclease G, mitochondrial	NUC1_YEAST|Mitochondrial nuclease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUC1 PE=1 SV=1					NUC1	Mitochondrial nuclease (EC 3.1.30.-)
CNAG_02205			pH-response regulator protein palC	pH-response regulator protein palC	pH-response regulator protein palC, pH-response regulator protein palC, variant	PALC_CRYN|BpH-response regulator protein palC OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBE3350 PE=3 SV=1						
CNAG_02206			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_02207			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_02208			ribonucleoside-diphosphate reductase large subunit	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	ribonucleoside-diphosphate reductase large subunit	RIR1_NEUCR|Ribonucleoside-diphosphate reductase large chain OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=rnr-1 PE=1 SV=2					RNR1; RNR3	Ribonucleoside-diphosphate reductase large chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R1 subunit 1) (Ribonucleotide reductase large subunit 1); Ribonucleoside-diphosphate reductase large chain 2 (EC 1.17.4.1) (Ribonucleotide reductase DNA damage-inducible regulatory subunit 2) (Ribonucleotide reductase R1 subunit 2) (Ribonucleotide reductase large subunit 2)
CNAG_02209			nucleolar protein 56	Nucleolar protein 56	nucleolar protein 56	NOP56_SCHPO|Nucleolar protein 56 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nop56 PE=3 SV=1					NOP56	Nucleolar protein 56 (Ribosome biosynthesis protein SIK1) (Suppressor of I kappa b protein 1)
CNAG_02210			ribonuclease Z	Ribonuclease Z	ribonuclease Z	RNZ_STRP2|Ribonuclease Z OS=Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466) OX=373153 GN=rnz PE=3 SV=1					TRZ1	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)
CNAG_02211			hypothetical protein	Uncharacterized protein	hypothetical protein						HUA1	Proline-rich protein HUA1
CNAG_02212			eukaryotic translation initiation factor 3 subunit A	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)	translation initiation factor 3 subunit A	EIF3A_CRYNB|Eukaryotic translation initiation factor 3 subunit A OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=TIF32 PE=3 SV=1					RPG1	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)
CNAG_02213			epsin	Epsin	epsin	ENT1_SCHPO|Epsin-1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ent1 PE=1 SV=2					ENT1; ENT2	Epsin-1; Epsin-2
CNAG_02214	UBC6-2		ubiquitin-conjugating enzyme E2 J1	Ubiquitin-conjugating enzyme E2 J1	ubiquitin-conjugating enzyme E2 J1	UB2J1_HUMAN|Ubiquitin-conjugating enzyme E2 J1 OS=Homo sapiens OX=9606 GN=UBE2J1 PE=1 SV=2						
CNAG_02216			hypothetical protein	Uncharacterized protein	hypothetical protein	LTN1_SCHPO|E3 ubiquitin-protein ligase listerin OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rkr1 PE=3 SV=1					RKR1	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING domain mutant killed by rtf1 deletion protein 1) (RING-type E3 ubiquitin transferase listerin)
CNAG_02217	CHS7		chitin synthase	Chitin synthase	Chitin synthase	CHS1_USTMA|Chitin synthase 1 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=CHS1 PE=3 SV=3					CHS1; CHS2	Chitin synthase 1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1); Chitin synthase 2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 2)
CNAG_02218			hypothetical protein	Uncharacterized protein	hypothetical protein					748		
CNAG_02219			hypothetical protein	Uncharacterized protein	hypothetical protein	RHC1A_ARATH|Probable E3 ubiquitin-protein ligase RHC1A OS=Arabidopsis thaliana OX=3702 GN=RHC1A PE=2 SV=1						
CNAG_02220			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_02221	ZIP3		solute carrier family 39 (zinc transporter), member 9	Solute carrier family 39 (Zinc transporter), member 9	solute carrier family 39 (zinc transporter), member 9	S39A9_DANRE|Zinc transporter ZIP9 OS=Danio rerio OX=7955 GN=slc39a9 PE=2 SV=1					ATX2	Metal homeostasis factor ATX2
CNAG_02222			phosphopantothenate-cysteine ligase	Phosphopantothenate-cysteine ligase	phosphopantothenate-cysteine ligase	PPCS_YEAST|Phosphopantothenate--cysteine ligase CAB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAB2 PE=1 SV=2				1049	CAB2	Phosphopantothenate--cysteine ligase CAB2 (EC 6.3.2.5) (Coenzyme A biosynthesis protein 2) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)
CNAG_02223			signal sequence binding protein	Sortilin	signal sequence binding protein	VPS10_LACBS|Vacuolar protein sorting/targeting protein 10 OS=Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) OX=486041 GN=VPS10 PE=3 SV=1					; PEP1; VTH1; VTH2	Uncharacterized membrane glycoprotein YNR065C; Vacuolar protein sorting/targeting protein VPS10 (Carboxypeptidase Y receptor) (CPY receptor) (Carboxypeptidase Y-deficient protein 1) (Sortilin VPS10) (Vacuolar carboxypeptidase sorting receptor VPS10) (Vacuolar protein sorting-associated protein 10) (Vacuolar protein-targeting protein 1); VPS10 homolog 1 (Sortilin VTH1); VPS10 homolog 2 (Sortilin VTH2)
CNAG_02224			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant					1125		
CNAG_02225	EXG104		glucan 1,3-beta-glucosidase	Glucan 1,3-beta-glucosidase	glucan 1,3-beta-glucosidase	EXG_YARLI|Glucan 1,3-beta-glucosidase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=EXG1 PE=3 SV=2					EXG1; SPR1	Glucan 1,3-beta-glucosidase I/II (EC 3.2.1.58) (Exo-1,3-beta-glucanase I/II) (Soluble cell wall protein 6); Sporulation-specific glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase)
CNAG_02226			hypothetical protein	Peptidase M20 domain-containing protein 2	hypothetical protein	P20D2_XENTR|Peptidase M20 domain-containing protein 2 OS=Xenopus tropicalis OX=8364 GN=pm20d2 PE=2 SV=1						
CNAG_02227			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_02228			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_02230			phosphoketolase	Phosphoketolase	phosphoketolase	PHK_SCHPO|Probable phosphoketolase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC24C6.09c PE=3 SV=1						
CNAG_02231			cytosolic Fe-S cluster assembly factor NBP35	Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide-binding protein 35)	cytosolic Fe-S cluster assembly factor NBP35	NBP35_CRYNB|Cytosolic Fe-S cluster assembly factor NBP35 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=NBP35 PE=3 SV=1					CFD1; NBP35	Cytosolic Fe-S cluster assembly factor CFD1 (Cytosolic Fe-S cluster-deficient protein 1) (Ribosomal export protein 19); Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide-binding protein 35)
CNAG_02232			RNA polymerase II-associated factor 1	RNA polymerase II-associated factor 1	RNA polymerase II-associated factor 1	PAF1_SCHPORN|A polymerase II-associated protein 1 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC664.03 PE=1 SV=2					PAF1	RNA polymerase II-associated protein 1 (Protein PAF1)
CNAG_02233			serine/threonine-protein kinase ATR	Serine/threonine-protein kinase ATR	serine/threonine-protein kinase ATR	ATR_XENLA|Serine/threonine-protein kinase atr OS=Xenopus laevis OX=8355 GN=atr PE=1 SV=2		TRUE			MEC1	Serine/threonine-protein kinase MEC1 (EC 2.7.11.1) (ATR homolog) (DNA-damage checkpoint kinase MEC1) (Mitosis entry checkpoint protein 1)
CNAG_02234			large subunit ribosomal protein L6e	60S ribosomal protein L6	large subunit ribosomal protein L6e	RL63_ARATH60|S ribosomal protein L6-3 OS=Arabidopsis thaliana OX=3702 GN=RPL6C PE=2 SV=1					RPL6A; RPL6B	60S ribosomal protein L6-A (L17) (Large ribosomal subunit protein eL6-A) (RP18) (YL16); 60S ribosomal protein L6-B (L17) (Large ribosomal subunit protein eL6-B) (RP18) (YL16)
CNAG_02235			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_02236	PPG1		protein phosphatase	Serine/threonine-protein phosphatase (EC 3.1.3.16)	type 2a-like serine/threonine-protein phosphatase	YD44_SCHPO|Putative serine/threonine-protein phosphatase C22H10.04 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC22H10.04 PE=3 SV=1					PPG1	Serine/threonine-protein phosphatase PP2A-like PPG1 (EC 3.1.3.16)
CNAG_02237	SLA2		cytoskeleton assembly control protein	Cytoskeleton assembly control protein	actin cortical patch component	SLA2_SCHPO|Endocytosis protein end4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=end4 PE=1 SV=2					SLA2	Protein SLA2 (Transmembrane protein MOP2)
CNAG_02238			ubiquitin-conjugating enzyme E2 G2	Ubiquitin-conjugating enzyme E2 G2	ubiquitin-conjugating enzyme E2 G2	UBC7_YEAST|Ubiquitin-conjugating enzyme E2 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBC7 PE=1 SV=1					UBC7	Ubiquitin-conjugating enzyme E2 7 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 7) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)
CNAG_02239			26S protease regulatory subunit 4	26S protease regulatory subunit 4	26S protease regulatory subunit 4	PRS4_DROME26|S proteasome regulatory subunit 4 OS=Drosophila melanogaster OX=7227 GN=Rpt2 PE=1 SV=2					RPT2	26S proteasome regulatory subunit 4 homolog (Tat-binding homolog 5)
CNAG_02240			cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	VID27_SCHPO|Vacuolar import and degradation protein 27 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vid27 PE=1 SV=1				1057	VID27	Vacuolar import and degradation protein 27
CNAG_02241			hypothetical protein	Uncharacterized protein	hypothetical protein		TRUE					
CNAG_02253			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2							
CNAG_02254	LPI12		quinate permease	Quinate permease	quinate permease	QUTD_NEOFI|Probable quinate permease OS=Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) OX=331117 GN=qutD PE=3 SV=1						
CNAG_02255			BNR/Asp-box repeat family protein	BNR/Asp-box repeat family protein	BNR/Asp-box repeat family protein							
CNAG_02257			GTP-binding nuclear protein spi1	GTP-binding nuclear protein	GTP-binding nuclear protein spi1	SPI1_SCHPOGT|P-binding nuclear protein spi1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=spi1 PE=1 SV=1					GSP1; GSP2	GTP-binding nuclear protein GSP1/CNR1 (Chromosome stability protein 17) (GTPase Ran homolog) (Genetic suppressor of PRP20-1); GTP-binding nuclear protein GSP2/CNR2
CNAG_02258			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NAA35_CHICK|N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Gallus gallus OX=9031 GN=NAA35 PE=2 SV=1					MAK10	N-alpha-acetyltransferase 35, NatC auxiliary subunit (Glucose repressible protein MAK10) (L-A virus GAG protein N-acetyltransferase subunit MAK10) (Maintenance of killer protein 10) (N-terminal acetyltransferase C complex subunit MAK10) (NatC complex subunit MAK10)
CNAG_02259			tRNA-dihydrouridine synthase 2	tRNA-dihydrouridine synthase 2	tRNA-dihydrouridine synthase 2	DUS2_SCHP|OtRNA-dihydrouridine(20) synthase					SMM1	tRNA-dihydrouridine(20) synthase [NAD(P)+] (EC 1.3.1.91) (Protein SMM1) (tRNA-dihydrouridine synthase 2)
CNAG_02260	CRG1		protein FAM50	Protein FAM50	xap5-domain-containing protein	FA50A_HUMAN|Protein FAM50A OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=2						
CNAG_02261			hypothetical protein	Uncharacterized protein	hypothetical protein					499		
CNAG_02262			ATP-binding cassette transporter	ATP-binding cassette transporter	ATP-binding cassette transporter	YBT1_CANGA|Pleiotropic ABC efflux transporter of multiple drugs YBT1 OS=Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) OX=284593 GN=YBT1 PE=2 SV=1				927	BPT1; NFT1; VMR1; YBT1; YCF1; YOR1	Bile pigment transporter 1; ABC transporter NFT1 (New full-length MRP-type transporter 1); ABC transporter ATP-binding protein/permease VMR1 (Vacuolar multidrug resistance protein 1); ATP-dependent bile acid permease; Metal resistance protein YCF1 (ABC-type Cd(2+) transporter) (EC 7.2.2.2) (ABC-type glutathione-S-conjugate transporter) (EC 7.6.2.3) (Yeast cadmium factor 1); Oligomycin resistance ATP-dependent permease YOR1
CNAG_02263			hypothetical protein	Uncharacterized protein	hypothetical protein	GSTZ_EUPES|Glutathione S-transferase zeta class OS=Euphorbia esula OX=3993 PE=2 SV=1						
CNAG_02265			exportin-T	Exportin-T	exportin-T	XPOT_CRYNB|Exportin-T OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=LOS1 PE=3 SV=1					LOS1	Exportin-T (Exportin(tRNA)) (Karyopherin-beta) (tRNA exportin)
CNAG_02266			NADH-quinone oxidoreductase subunit B 2	NADH-quinone oxidoreductase subunit B 2	NADH-quinone oxidoreductase subunit B 2	NDUS7_MOUSENAD|H dehydrogenase						
CNAG_02267			cell cycle arrest protein BUB3	Cell cycle arrest protein BUB3	cell cycle arrest protein BUB3	BUB32_ARATH|Mitotic checkpoint protein BUB3.2 OS=Arabidopsis thaliana OX=3702 GN=BUB3.2 PE=2 SV=1				340		
CNAG_02268			nuclear membrane protein	Nuclear membrane protein	nuclear membrane protein	BRL1_YEAST|Nucleus export protein BRL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BRL1 PE=1 SV=1				393	BRL1; BRR6	Nucleus export protein BRL1 (BRR6-like protein 1); Nucleus export protein BRR6 (Bad response to refrigeration protein 6)
CNAG_02269			autophagy-like protein 18 Atg18	Autophagy-like protein 18 Atg18	autophagy-like protein 18 Atg18	ATG18_CRYNJ|Autophagy-related protein 18 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=ATG18 PE=3 SV=1					ATG18	Autophagy-related protein 18 (Cytoplasm to vacuole targeting protein 18) (Needed for premeiotic replication protein 1) (Swollen vacuole phenotype protein 1)
CNAG_02270	MET2		homoserine O-acetyltransferase	Homoserine O-acetyltransferase	homoserine O-acetyltransferase	SST_EMEND|Serine O-succinyltransferase OS=Emericella nidulans OX=162425 GN=CysA PE=1 SV=1				999		
