orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation
CNAG_00480			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00481			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00482			26S proteasome regulatory subunit N10	26S proteasome regulatory subunit N10	26S proteasome regulatory subunit N10	PSMDA_ORYSJ26|S proteasome non-ATPase regulatory subunit 4 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=RPN10 PE=1 SV=1
CNAG_00483	ACT1		actin	Actin	actin	ACT_CRYNH|Actin OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=CNAG_00483 PE=3 SV=2
CNAG_00484			2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)	ODP2_GEOSE|Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex OS=Geobacillus stearothermophilus OX=1422 GN=pdhC PE=1 SV=3
CNAG_00485			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00486			succinate dehydrogenase assembly factor 2, mitochondrial	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	succinate dehydrogenase assembly factor 2, mitochondrial	SDHF2_CRYNB|Succinate dehydrogenase assembly factor 2, mitochondrial OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBA4490 PE=3 SV=1
CNAG_00487			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00488			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_00490			acetyl-CoA acyltransferase	Acetyl-CoA acyltransferase	acetyl-CoA acyltransferase	THIKA_MOUS|E3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1a PE=1 SV=1
CNAG_00491			hypothetical protein	Uncharacterized protein	hypothetical protein	ISAM2_ARATH|Iron-sulfur assembly protein IscA-like 2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At5g03905 PE=1 SV=2
CNAG_00492			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00493			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00495			hypothetical protein	Uncharacterized protein	hypothetical protein	MSS4_RAT|Guanine nucleotide exchange factor MSS4 OS=Rattus norvegicus OX=10116 GN=Rabif PE=1 SV=1
CNAG_00496			hypothetical protein	Uncharacterized protein	hypothetical protein	YFQ5_SCHPO|Uncharacterized protein C8E11.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC8E11.05c PE=4 SV=1
CNAG_00497			hypothetical protein	Uncharacterized protein	hypothetical protein	ANO8_MOUSE|Anoctamin-8 OS=Mus musculus OX=10090 GN=Ano8 PE=1 SV=3
CNAG_00498			cell division cycle protein 14	Cell division cycle protein 14	cell division cycle protein 14	CDC14_EMENI|Tyrosine-protein phosphatase cdcA OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=cdcA PE=3 SV=1
CNAG_00499			solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29	Solute carrier family 25 (Mitochondrial carnitine/acylcarnitine transporter), member 20/29	solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29	COLT_DROME|Congested-like trachea protein OS=Drosophila melanogaster OX=7227 GN=colt PE=2 SV=1
CNAG_00500			protein phosphatase	Protein phosphatase	Protein phosphatase	PP2C1_SCHPO|Protein phosphatase 2C homolog 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ptc1 PE=2 SV=1
CNAG_00501			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00502			large subunit ribosomal protein L35	Large subunit ribosomal protein L35	large subunit ribosomal protein L35	RL35_CLOBB50|S ribosomal protein L35 OS=Clostridium botulinum (strain Eklund 17B / Type B) OX=935198 GN=rpmI PE=3 SV=1
CNAG_00503			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00504			peptidyl-prolyl cis-trans isomerase-like 4	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	peptidyl-prolyl cis-trans isomerase-like 4	PPIL4_CRYNB|Peptidyl-prolyl cis-trans isomerase-like 4 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CYP6 PE=3 SV=1
CNAG_00505			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00506			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00507			nitrilase	Nitrilase	nitrilase	NIT2_PENRW|Nitrilase OS=Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) OX=500485 GN=Pc22g19330ma2m PE=1 SV=1
CNAG_00508	VPS17		vacuolar protein sorting-associated protein vps17	Vacuolar protein sorting-associated protein vps17	vacuolar protein sorting-associated protein vps17	VPS17_YEAST|Vacuolar protein sorting-associated protein 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS17 PE=1 SV=2
CNAG_00509			eukaryotic translation initiation factor 3 subunit M	Eukaryotic translation initiation factor 3 subunit M (eIF3m)	translation initiation factor 3 subunit M	EIF3M_CRYNB|Eukaryotic translation initiation factor 3 subunit M OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBA4730 PE=3 SV=1
CNAG_00510			prefoldin subunit 2	Prefoldin subunit 2	prefoldin subunit 2	PFD2_SCHPO|Probable prefoldin subunit 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC227.10 PE=3 SV=1
CNAG_00511			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00512			mitochondrial carrier protein	Mitochondrial carrier protein	mitochondrial carrier protein	RT23_YEAST37|S ribosomal protein S23, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM23 PE=1 SV=3
CNAG_00513			nucleolar protein 53	Ribosome biogenesis protein NOP53	nucleolar protein 53	NOP53_SCHPO|Ribosome biogenesis protein NOP53 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rrp16 PE=1 SV=1
CNAG_00514			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00516	PEX7		peroxin-7	Peroxin-7	peroxin-7	PEX7_YEAST|Peroxisomal targeting signal 2 receptor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX7 PE=1 SV=1
CNAG_00517			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00519	ERG3		lathosterol oxidase	Lathosterol oxidase	lathosterol oxidase	SC5D_MOUSE|Lathosterol oxidase OS=Mus musculus OX=10090 GN=Sc5d PE=2 SV=2
CNAG_00520			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00521			hypothetical protein	Uncharacterized protein	hypothetical protein	MCH1_NEUCR|Probable transporter mch1 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=mch1 PE=3 SV=1
CNAG_00522			C2 domain-containing protein	C2 domain-containing protein	C2 domain-containing protein, C2 domain-containing protein, variant	MU190_SCHPO|Meiotically up-regulated gene 190 protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mug190 PE=1 SV=1
CNAG_00523			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_00524			acetyl-CoA acyltransferase 2	Acetyl-CoA acyltransferase 2	acetyl-CoA acyltransferase 2	THIM_MOUS|E3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus OX=10090 GN=Acaa2 PE=1 SV=3
CNAG_00525			dynein light intermediate chain 1, cytosolic	Dynein light intermediate chain 1, cytosolic	dynein light intermediate chain 1, cytosolic	
CNAG_00526			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00527			translation initiation factor eIF-2B subunit epsilon	Translation initiation factor eIF-2B subunit epsilon	translation initiation factor eIF-2B subunit epsilon	EI2BE_SCHPO|Probable translation initiation factor eIF-2B subunit epsilon OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tif225 PE=1 SV=1
CNAG_00528			WD-repeat protein 23	WD-repeat protein 23	WD-repeat protein 23	LE14B_LITERLEC14|B protein OS=Lithospermum erythrorhizon OX=34254 PE=2 SV=1
CNAG_00529			sulfite transporter	Sulfite transporter	sulfite transporter	SSU1_ARTOC|Sulfite efflux pump SSU1 OS=Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) OX=554155 GN=SSU1 PE=3 SV=2
CNAG_00531	ENA1		potassium/sodium efflux P-type ATPase, fungal-type	Potassium/sodium efflux P-type ATPase, fungal-type	potassium/sodium efflux P-type ATPase, fungal- type	ATC3_SCHPO|Calcium-transporting ATPase 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cta3 PE=1 SV=1
CNAG_00532			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00533			mitochondrial import inner membrane translocase subunit TIM50	Mitochondrial import inner membrane translocase subunit TIM50	mitochondrial import inner membrane translocase subunit tim50	TIM50_CRYNB|Mitochondrial import inner membrane translocase subunit TIM50 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=TIM50 PE=3 SV=1
CNAG_00534			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00535			large subunit ribosomal protein L16	Large subunit ribosomal protein L16	large subunit ribosomal protein L16	RM16_SCHPO54|S ribosomal protein L16, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mrpl16 PE=3 SV=1
CNAG_00536			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_00537			carnitine O-acetyltransferase	Carnitine O-acetyltransferase	Carnitine O-acetyltransferase	CACP_CANTR|Carnitine O-acetyltransferase, mitochondrial OS=Candida tropicalis OX=5482 GN=CAT2 PE=3 SV=1
CNAG_00538			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00539			membrane transporter	Membrane transporter	membrane transporter	YHA8_SCHPO|Uncharacterized MFS-type transporter SPBC409.08 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC409.08 PE=3 SV=2
CNAG_00540			pantothenate transporter	Pantothenate transporter	pantothenate transporter	LIZ1_SCHPO|Pantothenate transporter liz1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=liz1 PE=2 SV=2
CNAG_00541			dimethylaniline monooxygenase	Dimethylaniline monooxygenase	dimethylaniline monooxygenase	USTF2_ASPFN|Flavin-containing monooxygenase ustF2 OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167) OX=332952 GN=ustF2 PE=1 SV=1
CNAG_00542			salicylate hydroxylase	Salicylate hydroxylase	Salicylate hydroxylase	6HN3M_PSEP|K6-hydroxynicotinate 3-monooxygenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nicC PE=1 SV=1
CNAG_00543			hypothetical protein	Uncharacterized protein	hypothetical protein	HOL3_ARATH|Probable thiol methyltransferase 2 OS=Arabidopsis thaliana OX=3702 GN=HOL3 PE=1 SV=1
CNAG_00544			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00545			cohesin loading factor subunit SCC2	Sister chromatid cohesion protein	cohesin loading factor subunit SCC2	NPBL_COPC7|Protein rad9 OS=Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) OX=240176 GN=rad9 PE=2 SV=2
CNAG_00546	CHS4		chitin synthase	Chitin synthase	Chitin synthase	CHS6_USTMA|Chitin synthase 6 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=CHS6 PE=3 SV=2
CNAG_00547			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00549			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_00550			DNA mismatch repair protein MSH5	DNA mismatch repair protein MSH5	DNA mismatch repair protein Msh5	MSH5_MOUSE|MutS protein homolog 5 OS=Mus musculus OX=10090 GN=Msh5 PE=1 SV=1
CNAG_00551			poly(A) polymerase	Poly(A) polymerase	poly(A) polymerase	PAP_SCHPO|Poly(A) polymerase pla1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pla1 PE=1 SV=1
CNAG_00554			inositol phosphorylsphingolipid-phospholipase C	Inositol phosphorylsphingolipid-phospholipase C	inositol phosphorylsphingolipid-phospholipase C	CSS1_SCHPO|Inositol phosphosphingolipids phospholipase C OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=css1 PE=1 SV=2
CNAG_00555			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_00556	CCK1		CK1/CK1/CK1-G protein kinase	CK1/CK1/CK1-G protein kinase	Casein kinase I	CKI2_SCHPO|Casein kinase I homolog 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cki2 PE=1 SV=2
CNAG_00557	LSM8	J9VF25	U6 snRNA-associated Sm-like protein LSm8	U6 snRNA-associated Sm-like protein LSm8	U6 snRNA-associated Sm-like protein LSm8	LSM8_BOVIN|U6 snRNA-associated Sm-like protein LSm8 OS=Bos taurus OX=9913 GN=LSM8 PE=3 SV=3
CNAG_00558			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00559			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00560			V-type H -transporting ATPase subunit E	V-type H-transporting ATPase subunit E	V-type H -transporting ATPase subunit E	VATE_CANAX|V-type proton ATPase subunit E OS=Candida albicans OX=5476 GN=VMA4 PE=3 SV=1
CNAG_00561	HAT1		histone acetyltransferase type B catalytic subunit	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48)	histone acetyltransferase type B catalytic subunit	HAT1_CRYNB|Histone acetyltransferase type B catalytic subunit OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HAT1 PE=3 SV=1
CNAG_00562			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00563			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00564			hypothetical protein	Uncharacterized protein	hypothetical protein	VELB_BOTFB|Velvet complex subunit 2 OS=Botryotinia fuckeliana (strain B05.10) OX=332648 GN=VEL2 PE=1 SV=1
CNAG_00565	VPS1		dynamin GTPase	Dynamin GTPase	dynamin GTPase	VPS1_SCHPO|Vacuolar protein sorting-associated protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vps1 PE=3 SV=2
CNAG_00566			DNA ligase 1	DNA ligase 1	DNA ligase 1	DNLI3_SCHPODN|A ligase 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=adl1 PE=3 SV=1
CNAG_00567			WD40 repeat protein	WD40 repeat protein	WD40 repeat protein	DPH7_HUMAN|Diphthine methyltransferase OS=Homo sapiens OX=9606 GN=DPH7 PE=1 SV=2
CNAG_00568			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00569			GTP cyclohydrolase II	GTP cyclohydrolase II	GTP cyclohydrolase II	RIB1_SCHPO|Probable GTP cyclohydrolase-2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rib1 PE=3 SV=1
CNAG_00570	PKR1		cAMP-dependent protein kinase regulator	cAMP-dependent protein kinase regulatory subunit	cAMP-dependent protein kinase regulator	KAPR_USTM|AcAMP-dependent protein kinase regulatory subunit OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=PKAR PE=3 SV=2
CNAG_00571			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00572			DNA excision repair protein ERCC-2	DNA excision repair protein ERCC-2	DNA excision repair protein ERCC-2	RAD15_SCHPO|General transcription and DNA repair factor IIH helicase subunit XPD OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rad15 PE=1 SV=2
CNAG_00573			NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex 6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6	NDUA6_NEUCRNAD|H-ubiquinone oxidoreductase 14.8 kDa subunit OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=nuo14.8 PE=1 SV=3
CNAG_00575	CAT3		catalase	Catalase (EC 1.11.1.6)	Catalase 3	CAT1_NEUCR|Catalase-1 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=cat-1 PE=1 SV=2
CNAG_00576			mitochondrial protein	Mitochondrial protein	mitochondrial protein	ABHDB_XENLA|Protein ABHD11 OS=Xenopus laevis OX=8355 GN=abhd11 PE=2 SV=1
CNAG_00577			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00580			translation initiation factor IF-2	Translation initiation factor IF-2	translation initiation factor IF-2	IF2_DECAR|Translation initiation factor IF-2 OS=Dechloromonas aromatica (strain RCB) OX=159087 GN=infB PE=3 SV=1
CNAG_00581			saccharopepsin	Saccharopepsin	saccharopepsin	CARP_YEAST|Saccharopepsin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP4 PE=1 SV=1
CNAG_00582			vacuolar transporter chaperone 1	Vacuolar transporter chaperone 1	vacuolar transporter chaperone 1	VTC1_SCHPO|Vacuolar transporter chaperone 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nrf1 PE=2 SV=1
CNAG_00583			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00584			profilin	Profilin	Profilin	PROF_BRABE|Profilin OS=Branchiostoma belcheri OX=7741 PE=2 SV=1
CNAG_00585			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00586			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00587			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00588			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00589			5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolate cyclo-ligase	FTHC_SCHPO|Probable 5-formyltetrahydrofolate cyclo-ligase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC1703.08c PE=3 SV=1
CNAG_00590			para-aminobenzoate synthetase	Para-aminobenzoate synthetase	para-aminobenzoate synthetase	ADCS_ARATH|Aminodeoxychorismate synthase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ADCS PE=1 SV=1
CNAG_00591			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00592			dolichol-phosphate mannosyltransferase	Dolichol-phosphate mannosyltransferase	dolichol-phosphate mannosyltransferase	YKM6_SCHPOUP|F0613 protein PB24D3.06c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAPB24D3.06c PE=3 SV=1
CNAG_00593			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	AIM18_VANPO|Altered inheritance of mitochondria protein 18, mitochondrial OS=Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294) OX=436907 GN=AIM18 PE=3 SV=1
CNAG_00594			lipid particle protein	Lipid particle protein	lipid particle protein	YEH1_YEAST|Sterol esterase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEH1 PE=1 SV=1
CNAG_00595			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00596			hypothetical protein	Uncharacterized protein	hypothetical protein	CRF2_ASPFU|Probable glycosidase crf2 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=crf2 PE=1 SV=1
CNAG_00598			nicotinamide mononucleotide permease	Nicotinamide mononucleotide permease	nicotinamide mononucleotide permease	PRLL_FUNXXMF|S transporter prlL OS=Fungal sp. (strain NRRL 50135) OX=1547289 GN=prlL PE=3 SV=1
CNAG_00599			anion transporter	Anion transporter	anion transporter	YHW5_SCHPO|Putative transporter C543.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC543.05c PE=3 SV=1
CNAG_00600	CAP60		capsular associated protein	Capsular associated protein	capsular associated protein	
CNAG_00601	CEL1		glycosyl hydrolase	Glycosyl hydrolase	glycosyl hydrolase	EGLD_ASPFC|Probable endo-beta-1,4-glucanase D OS=Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) OX=451804 GN=eglD PE=3 SV=1
CNAG_00602			eukaryotic translation initiation factor 3 subunit I	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit homolog) (eIF-3 39 kDa subunit homolog)	translation initiation factor 3 subunit I	EIF3I_CRYNB|Eukaryotic translation initiation factor 3 subunit I OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=TIF34 PE=3 SV=1
